date,Last
2021-01-16 16:00:00,37463.46
2021-01-16 16:30:00,37254.4
2021-01-16 17:00:00,37231.42
2021-01-16 17:30:00,36951.39
2021-01-16 18:00:00,36859.24
2021-01-16 18:30:00,37080.29
2021-01-16 19:00:00,36484.95
2021-01-16 19:30:00,36310.01
2021-01-16 20:00:00,36376.39
2021-01-16 20:30:00,36686.07
2021-01-16 21:00:00,36713.85
2021-01-16 21:30:00,36448.19
2021-01-16 22:00:00,35910.07
2021-01-16 22:30:00,35821.83
2021-01-16 23:00:00,36127.2
2021-01-16 23:30:00,36126.32
2021-01-17 00:00:00,35994.98
2021-01-17 00:30:00,35940.15
2021-01-17 01:00:00,36396.42
2021-01-17 01:30:00,36462.36
2021-01-17 02:00:00,36715.63
2021-01-17 02:30:00,36429.24
2021-01-17 03:00:00,36419.68
